Num Est,Año Est,Sexo,Depart Code,Depart Name,Prog Code,Prog Name,GPA,Muni,Año Cred,Prog Type
841-11-5164,más de 10,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,308,GUAYNABO,CUA,Bachillerato
841-11-5180,más de 10,M,CN,Biología,BHUM,Biología Enfoque Humano,236,TOA BAJA,CUA,Bachillerato
841-11-5860,más de 10,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,153,SAN LORENZO,SEG,Bachillerato
841-11-5940,más de 10,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,325,BAYAMON,6TO,Bachillerato
841-11-7255,más de 10,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,244,TOA ALTA,CUA,Bachillerato
841-11-7270,más de 10,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,299,TOA ALTA,CUA,Bachillerato
841-12-3069,10,M,CN,Biología,BHUM,Biología Enfoque Humano,224,SAN JUAN,CUA,Bachillerato
841-12-3528,10,M,AE,Administración de Empresas,MERC,Mercadeo,260,SAN JUAN,CNB,Bachillerato
841-12-4422,10,F,CN,Biología,BIOG,Biología General,283,GUAYNABO,CUA,Bachillerato
841-12-6813,10,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,299,BAYAMON,CUA,Bachillerato
841-12-7218,10,M,AE,Administración de Empresas,CONT,Contabilidad,227,TOA ALTA,CNB,Bachillerato
841-12-7272,10,M,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,245,TOA ALTA,CUA,Bachillerato
841-13-0185,9,M,AE,Administración de Empresas,MERC,Mercadeo,236,TOA ALTA,TNB,Bachillerato
841-13-0970,9,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,280,VEGA BAJA,CUA,Bachillerato
841-13-1600,9,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,269,BAYAMON,CUA,Bachillerato
841-13-2230,9,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,320,GUAYNABO,CUA,Bachillerato
841-13-2350,9,M,TI,Ingeniería,GEMA,Gerencia de Materiales,246,TOA ALTA,CUA,Bachillerato
841-13-2652,9,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,260,BAYAMON,CUA,Bachillerato
841-13-3940,9,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,284,TOA BAJA,CUA,Bachillerato
841-13-4940,9,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,338,SAN JUAN,CUA,Bachillerato
841-13-5095,9,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,265,CAROLINA,CUA,Bachillerato
841-13-6360,9,F,CN,Biología,BIOG,Biología General,270,DORADO,CUA,Bachillerato
841-13-6440,9,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,293,YAUCO,CUA,Bachillerato
841-13-6750,9,F,CN,Biología,BIOG,Biología General,274,VEGA BAJA,CUA,Bachillerato
841-13-6923,9,F,CN,Biología,BIOG,Biología General,266,BAYAMON,CUA,Bachillerato
841-13-7400,9,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,301,TOA ALTA,TER,Bachillerato
841-13-7615,9,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,257,TOA BAJA,CUA,Bachillerato
841-13-7720,9,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,230,TOA ALTA,SEG,Bachillerato
841-13-7730,9,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,330,COROZAL,CUA,Bachillerato
841-14-0676,8,F,TI,Ingeniería,GEMA,Gerencia de Materiales,247,BAYAMON,CUA,Bachillerato
841-14-0750,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,285,CAYEY,CUA,Bachillerato
841-14-0755,8,F,CN,Biología,BIOG,Biología General,282,BAYAMON,CUA,Bachillerato
841-14-0910,8,F,AE,Administración de Empresas,GERE,Gerencia,270,TOA ALTA,CNB,Bachillerato
841-14-1030,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,305,SABANA SECA,CUA,Bachillerato
841-14-1273,8,F,AE,Administración de Empresas,CONT,Contabilidad,256,BAYAMON,CUA,Bachillerato
841-14-1410,8,M,CN,Biología,BIOG,Biología General,297,BAYAMON,CUA,Bachillerato
841-14-1420,8,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,192,CIDRA,SEG,Bachillerato
841-14-1790,8,F,TI,Ingeniería,GEMA,Gerencia de Materiales,327,TOA ALTA,CUA,Bachillerato
841-14-3205,8,F,CC,Ciencias de Computadoras,SINF,Sistemas de Información,271,GUAYNABO,CUA,Bachillerato
841-14-3810,8,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,296,TOA ALTA,SEG,Bachillerato
841-14-3957,8,M,CN,Biología,BHUM,Biología Enfoque Humano,288,BAYAMON,CUA,Bachillerato
841-14-4390,8,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,255,VEGA BAJA,CUA,Bachillerato
841-14-4600,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,258,CAYEY,CUA,Bachillerato
841-14-4660,8,M,AE,Administración de Empresas,FINA,Finanzas,323,CAGUAS,CUA,Bachillerato
841-14-5275,8,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,281,BAYAMON,CUA,Bachillerato
841-14-5480,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,237,BARRANQUITAS,CUA,Bachillerato
841-14-5874,8,M,CN,Biología,BIOG,Biología General,282,CAROLINA,CUA,Bachillerato
841-14-6280,8,F,AE,Administración de Empresas,CONT,Contabilidad,304,BAYAMON,6TN,Bachillerato
841-14-6365,8,F,CN,Biología,BHUM,Biología Enfoque Humano,338,TOA ALTA,6TO,Bachillerato
841-14-6885,8,F,AE,Administración de Empresas,GERE,Gerencia,296,TOA ALTA,CNB,Bachillerato
841-14-6930,8,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,264,COROZAL,CUA,Bachillerato
841-14-7030,8,M,AE,Administración de Empresas,FINA,Finanzas,262,COROZAL,TNB,Bachillerato
841-14-7140,8,F,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,275,SAN LORENZO,CUA,Bachillerato
841-14-7520,8,M,TI,Ingeniería,GEMA,Gerencia de Materiales,294,CAGUAS,CUA,Bachillerato
841-14-8200,8,M,CN,Biología,BIOG,Biología General,284,TOA BAJA,CUA,Bachillerato
841-14-8330,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,275,BAYAMON,CUA,Bachillerato
841-14-8530,8,F,AE,Administración de Empresas,MERC,Mercadeo,266,BAYAMON,CUA,Bachillerato
841-14-9220,8,M,AE,Administración de Empresas,CONT,Contabilidad,327,BAYAMON,6TO,Bachillerato
841-14-9380,8,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,198,SAN JUAN,CUA,Bachillerato
841-14-9431,8,F,AE,Administración de Empresas,CONT,Contabilidad,336,CAGUAS,6TN,Bachillerato
841-14-9940,8,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,366,SAN JUAN,CUA,Bachillerato
841-15-0087,7,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,339,SAN JUAN,CUA,Bachillerato
841-15-0695,7,F,CN,Biología,BIOG,Biología General,318,SAN JUAN,CUA,Bachillerato
841-15-0790,7,F,CN,Biología,BIOG,Biología General,282,TOA ALTA,TER,Bachillerato
841-15-0881,7,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,263,DORADO,CUA,Bachillerato
841-15-0882,7,M,TI,Ingeniería,GEMA,Gerencia de Materiales,299,DORADO,TER,Bachillerato
841-15-0920,7,M,AE,Administración de Empresas,FINA,Finanzas,237,BAYAMON,CUA,Bachillerato
841-15-1150,7,F,AE,Administración de Empresas,GERE,Gerencia,331,TOA ALTA,CUA,Bachillerato
841-15-1650,7,F,CN,Biología,BIOG,Biología General,269,MOROVIS,CUA,Bachillerato
841-15-1716,7,F,AE,Administración de Empresas,GERE,Gerencia,303,BAYAMON,TNB,Bachillerato
841-15-1830,7,M,AE,Administración de Empresas,FINA,Finanzas,273,BAYAMON,CUA,Bachillerato
841-15-2130,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,343,OROCOVIS,CUA,Bachillerato
841-15-2320,7,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,327,BAYAMON,CUA,Bachillerato
841-15-2495,7,F,CN,Biología,BIOG,Biología General,331,BAYAMON,CUA,Bachillerato
841-15-2686,7,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,313,TOA BAJA,CUA,Bachillerato
841-15-2710,7,F,AE,Administración de Empresas,CONT,Contabilidad,266,GUAYNABO,CUA,Bachillerato
841-15-2810,7,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,191,SAN JUAN,SEG,Bachillerato
841-15-2930,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,277,CANOVANAS,CUA,Bachillerato
841-15-2978,7,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,280,COMERIO,CUA,Bachillerato
841-15-3270,7,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,270,BAYAMON,CUA,Bachillerato
841-15-3390,7,F,CN,Biología,BIOG,Biología General,309,SAN LORENZO,CUA,Bachillerato
841-15-3565,7,M,AE,Administración de Empresas,MERC,Mercadeo,260,TOA ALTA,CUA,Bachillerato
841-15-3630,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,292,SAN JUAN,CUA,Bachillerato
841-15-3750,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,310,JUNCOS,CUA,Bachillerato
841-15-3930,7,F,CN,Biología,BIOG,Biología General,242,CAROLINA,CUA,Bachillerato
841-15-4015,7,M,CN,Biología,BIOG,Biología General,283,SAN JUAN,CUA,Bachillerato
841-15-4165,7,F,CN,Biología,BIOG,Biología General,295,DORADO,CUA,Bachillerato
841-15-4215,7,M,CN,Biología,BHUM,Biología Enfoque Humano,314,MANATI,CUA,Bachillerato
841-15-4295,7,M,AE,Administración de Empresas,MERC,Mercadeo,256,GUAYNABO,CUA,Bachillerato
841-15-4330,7,M,AE,Administración de Empresas,MERC,Mercadeo,249,BAYAMON,CUA,Bachillerato
841-15-4420,7,M,AE,Administración de Empresas,MERC,Mercadeo,316,CAGUAS,CUA,Bachillerato
841-15-4740,7,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,302,GUAYNABO,CUA,Bachillerato
841-15-5020,7,M,CN,Biología,BHUM,Biología Enfoque Humano,285,CATANO,CUA,Bachillerato
841-15-5050,7,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,290,SAN JUAN,CUA,Bachillerato
841-15-5320,7,F,CN,Biología,BHUM,Biología Enfoque Humano,337,NARANJITO,CUA,Bachillerato
841-15-5340,7,M,AE,Administración de Empresas,MERC,Mercadeo,224,DORADO,CUA,Bachillerato
841-15-5490,7,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,264,TOA ALTA,CUA,Bachillerato
841-15-5580,7,F,CN,Biología,BIOG,Biología General,300,BAYAMON,CUA,Bachillerato
841-15-5662,7,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,229,BAYAMON,TER,Bachillerato
841-15-5680,7,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,212,GUAYNABO,SEG,Bachillerato
841-15-6070,7,F,CN,Biología,BIOG,Biología General,331,DORADO,CUA,Bachillerato
841-15-6220,7,F,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,216,CANOVANAS,TER,Bachillerato
841-15-6495,7,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,300,TOA BAJA,CUA,Bachillerato
841-15-6510,7,M,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,345,BAYAMON,TER,Bachillerato
841-15-6540,7,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,295,SAN JUAN,CUA,Bachillerato
841-15-6645,7,F,CN,Biología,BIOG,Biología General,232,ISABELA,CUA,Bachillerato
841-15-6660,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,280,BAYAMON,CUA,Bachillerato
841-15-6748,7,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,294,AGUAS BUENAS,CUA,Bachillerato
841-15-6860,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,300,TOA ALTA,CUA,Bachillerato
841-15-6880,7,F,AE,Administración de Empresas,MERC,Mercadeo,268,BAYAMON,CNB,Bachillerato
841-15-7100,7,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,355,VEGA BAJA,CUA,Bachillerato
841-15-7140,7,M,AE,Administración de Empresas,CONT,Contabilidad,254,TOA BAJA,CUA,Bachillerato
841-15-7235,7,M,CN,Biología,BIOG,Biología General,342,BAYAMON,CUA,Bachillerato
841-15-7285,7,M,AE,Administración de Empresas,FINA,Finanzas,284,TOA ALTA,CUA,Bachillerato
841-15-7690,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,226,BAYAMON,TER,Bachillerato
841-15-7760,7,M,AE,Administración de Empresas,MERC,Mercadeo,253,BAYAMON,CUA,Bachillerato
841-15-7765,7,F,AE,Administración de Empresas,CONT,Contabilidad,235,COMERIO,CUA,Bachillerato
841-15-7790,7,M,AE,Administración de Empresas,MERC,Mercadeo,200,TOA BAJA,CUA,Bachillerato
841-15-8180,7,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,325,BAYAMON,CUA,Bachillerato
841-15-8260,7,F,AE,Administración de Empresas,CONT,Contabilidad,336,GUAYNABO,6TN,Bachillerato
841-15-8265,7,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,267,DORADO,CUA,Bachillerato
841-15-8570,7,F,AE,Administración de Empresas,GERE,Gerencia,239,CAROLINA,CUA,Bachillerato
841-15-8600,7,M,AE,Administración de Empresas,MERC,Mercadeo,277,TRUJILLO ALTO,CUA,Bachillerato
841-15-8770,7,M,AE,Administración de Empresas,GERE,Gerencia,267,VEGA ALTA,CUA,Bachillerato
841-15-8840,7,M,AE,Administración de Empresas,GERE,Gerencia,243,TOA BAJA,CUA,Bachillerato
841-15-8895,7,F,CN,Biología,BHUM,Biología Enfoque Humano,350,GUAYNABO,CUA,Bachillerato
841-15-9150,7,M,AE,Administración de Empresas,FINA,Finanzas,247,TRUJILLO ALTO,TER,Bachillerato
841-15-9190,7,M,AE,Administración de Empresas,GERE,Gerencia,324,BAYAMON,CNB,Bachillerato
841-15-9230,7,F,AE,Administración de Empresas,MERC,Mercadeo,238,SAN JUAN,TNB,Bachillerato
841-15-9800,7,M,AE,Administración de Empresas,FINA,Finanzas,190,BAYAMON,TER,Bachillerato
841-15-9820,7,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,334,BAYAMON,CUA,Bachillerato
841-15-9890,7,F,AE,Administración de Empresas,FINA,Finanzas,224,BAYAMON,SNB,Bachillerato
841-15-9920,7,F,CN,Biología,BIOG,Biología General,252,AGUAS BUENAS,CUA,Bachillerato
841-15-9940,7,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,257,BAYAMON,CUA,Bachillerato
841-15-9984,7,M,AE,Administración de Empresas,CONT,Contabilidad,295,BAYAMON,CUA,Bachillerato
841-16-0150,6,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,276,BAYAMON,CUA,Bachillerato
841-16-0205,6,F,AE,Administración de Empresas,GERE,Gerencia,347,BAYAMON,CUA,Bachillerato
841-16-0235,6,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,260,SAN JUAN,CUA,Bachillerato
841-16-0290,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,321,BAYAMON,CUA,Bachillerato
841-16-0315,6,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,303,CIDRA,CUA,Bachillerato
841-16-0330,6,M,AE,Administración de Empresas,FINA,Finanzas,307,SAN JUAN,CUA,Bachillerato
841-16-0380,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,274,GUAYNABO,TER,Bachillerato
841-16-0532,6,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,240,TRUJILLO ALTO,TER,Bachillerato
841-16-0650,6,F,AE,Administración de Empresas,MERC,Mercadeo,281,BAYAMON,TER,Bachillerato
841-16-0750,6,F,CN,Biología,BIOG,Biología General,277,TOA ALTA,CUA,Bachillerato
841-16-0850,6,M,AE,Administración de Empresas,CONT,Contabilidad,263,BAYAMON,CUA,Bachillerato
841-16-0880,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,269,BAYAMON,CUA,Bachillerato
841-16-0902,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,346,NARANJITO,CUA,Bachillerato
841-16-0960,6,F,TI,Ingeniería,GEMA,Gerencia de Materiales,319,GUAYNABO,CUA,Bachillerato
841-16-1010,6,M,CN,Biología,BIOG,Biología General,337,DORADO,CUA,Bachillerato
841-16-1030,6,M,AE,Administración de Empresas,FINA,Finanzas,283,TOA BAJA,CUA,Bachillerato
841-16-1090,6,F,AE,Administración de Empresas,FINA,Finanzas,354,TOA BAJA,CUA,Bachillerato
841-16-1195,6,M,AE,Administración de Empresas,GERE,Gerencia,269,COROZAL,CUA,Bachillerato
841-16-1260,6,F,CN,Biología,BHUM,Biología Enfoque Humano,299,TOA BAJA,CUA,Bachillerato
841-16-1283,6,F,AE,Administración de Empresas,CONT,Contabilidad,304,CAGUAS,CNB,Bachillerato
841-16-1405,6,F,CN,Biología,BIOG,Biología General,349,DORADO,CUA,Bachillerato
841-16-1490,6,M,CN,Biología,BHUM,Biología Enfoque Humano,256,VEGA ALTA,CUA,Bachillerato
841-16-1500,6,F,AE,Administración de Empresas,CONT,Contabilidad,351,TOA ALTA,CUA,Bachillerato
841-16-1575,6,M,AE,Administración de Empresas,CONT,Contabilidad,280,TOA BAJA,CUA,Bachillerato
841-16-1643,6,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,309,TOA BAJA,CUA,Bachillerato
841-16-1750,6,M,CN,Biología,BIOG,Biología General,333,DORADO,CUA,Bachillerato
841-16-1768,6,F,AE,Administración de Empresas,CONT,Contabilidad,282,SAN JUAN,CUA,Bachillerato
841-16-1790,6,M,CN,Biología,BIOG,Biología General,287,BAYAMON,CUA,Bachillerato
841-16-1827,6,M,AE,Administración de Empresas,GERE,Gerencia,383,DORADO,TNB,Bachillerato
841-16-1913,6,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,281,TOA ALTA,CUA,Bachillerato
841-16-2014,6,F,AE,Administración de Empresas,FINA,Finanzas,295,AGUAS BUENAS,CUA,Bachillerato
841-16-2060,6,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,298,TRUJILLO ALTO,CUA,Bachillerato
841-16-2090,6,F,CN,Biología,BIOG,Biología General,249,VEGA BAJA,CUA,Bachillerato
841-16-2300,6,F,CN,Biología,BHUM,Biología Enfoque Humano,336,TOA ALTA,CUA,Bachillerato
841-16-2335,6,M,AE,Administración de Empresas,GERE,Gerencia,288,SAN JUAN,TNB,Bachillerato
841-16-2370,6,M,AE,Administración de Empresas,MERC,Mercadeo,269,TOA BAJA,CUA,Bachillerato
841-16-2400,6,M,AE,Administración de Empresas,GERE,Gerencia,281,TOA ALTA,CUA,Bachillerato
841-16-2438,6,M,TI,Ingeniería,GEMA,Gerencia de Materiales,288,TRUJILLO ALTO,CUA,Bachillerato
841-16-2450,6,M,AE,Administración de Empresas,CONT,Contabilidad,334,SAN JUAN,CUA,Bachillerato
841-16-2545,6,F,AE,Administración de Empresas,GERE,Gerencia,326,TRUJILLO ALTO,CUA,Bachillerato
841-16-2555,6,F,CN,Biología,BHUM,Biología Enfoque Humano,313,BAYAMON,CUA,Bachillerato
841-16-2580,6,F,CN,Biología,BHUM,Biología Enfoque Humano,345,SAN JUAN,TER,Bachillerato
841-16-2790,6,M,CN,Biología,BIOG,Biología General,305,VEGA ALTA,CUA,Bachillerato
841-16-2810,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,245,AGUAS BUENAS,CUA,Bachillerato
841-16-2990,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,221,VEGA BAJA,TER,Bachillerato
841-16-3010,6,M,AE,Administración de Empresas,FINA,Finanzas,288,VEGA ALTA,CUA,Bachillerato
841-16-3095,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,344,COROZAL,CUA,Bachillerato
841-16-3110,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,303,CATANO,CUA,Bachillerato
841-16-3170,6,M,CN,Biología,BHUM,Biología Enfoque Humano,303,SAN JUAN,CUA,Bachillerato
841-16-3180,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,282,COROZAL,CUA,Bachillerato
841-16-3213,6,F,AE,Administración de Empresas,CONT,Contabilidad,322,SAN JUAN,CUA,Bachillerato
841-16-3220,6,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,318,DORADO,CUA,Bachillerato
841-16-3260,6,F,CN,Biología,BIOG,Biología General,286,BAYAMON,CUA,Bachillerato
841-16-3490,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,196,SAN JUAN,SEG,Bachillerato
841-16-3560,6,M,AE,Administración de Empresas,CONT,Contabilidad,289,TOA ALTA,CNB,Bachillerato
841-16-3610,6,F,AE,Administración de Empresas,MERC,Mercadeo,322,TOA BAJA,CUA,Bachillerato
841-16-3760,6,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,285,SAN JUAN,CNB,Bachillerato
841-16-3830,6,F,CN,Biología,BHUM,Biología Enfoque Humano,316,NARANJITO,CUA,Bachillerato
841-16-3860,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,356,TOA ALTA,CUA,Bachillerato
841-16-3940,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,361,SAN JUAN,CUA,Bachillerato
841-16-4020,6,F,AE,Administración de Empresas,GERE,Gerencia,299,TOA BAJA,TNB,Bachillerato
841-16-4180,6,F,CN,Biología,BIOG,Biología General,271,VEGA ALTA,CUA,Bachillerato
841-16-4225,6,M,AE,Administración de Empresas,CONT,Contabilidad,264,BAYAMON,CUA,Bachillerato
841-16-4370,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,369,SAN LORENZO,CUA,Bachillerato
841-16-4400,6,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,276,DORADO,CUA,Bachillerato
841-16-4510,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,275,MOROVIS,TER,Bachillerato
841-16-4520,6,F,CN,Biología,BHUM,Biología Enfoque Humano,335,TOA ALTA,CUA,Bachillerato
841-16-4530,6,F,CN,Biología,BHUM,Biología Enfoque Humano,342,DORADO,CUA,Bachillerato
841-16-4550,6,M,AE,Administración de Empresas,MERC,Mercadeo,276,TOA ALTA,CUA,Bachillerato
841-16-4567,6,M,AE,Administración de Empresas,MERC,Mercadeo,310,BAYAMON,TER,Bachillerato
841-16-4570,6,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,318,BAYAMON,CUA,Bachillerato
841-16-4580,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,287,BAYAMON,CUA,Bachillerato
841-16-4600,6,M,AE,Administración de Empresas,FINA,Finanzas,304,AGUAS BUENAS,CUA,Bachillerato
841-16-4674,6,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,244,SAN JUAN,TER,Bachillerato
841-16-4680,6,M,TI,Ingeniería,GEMA,Gerencia de Materiales,281,SAN JUAN,CUA,Bachillerato
841-16-4700,6,M,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,287,COROZAL,CUA,Bachillerato
841-16-4787,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,333,GUAYNABO,CUA,Bachillerato
841-16-4802,6,M,AE,Administración de Empresas,FINA,Finanzas,267,MOROVIS,CUA,Bachillerato
841-16-5020,6,M,CC,Ciencias de Computadoras,SINF,Sistemas de Información,324,JUNCOS,CUA,Bachillerato
841-16-5035,6,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,222,CAROLINA,CUA,Bachillerato
841-16-5050,6,M,CN,Biología,BIOG,Biología General,299,SAN JUAN,CUA,Bachillerato
841-16-5114,6,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,287,BAYAMON,CUA,Bachillerato
841-16-5385,6,M,TI,Ingeniería,GEMA,Gerencia de Materiales,313,BAYAMON,CUA,Bachillerato
841-16-5420,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,309,NARANJITO,CUA,Bachillerato
841-16-5440,6,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,278,SAN JUAN,CUA,Bachillerato
841-16-5520,6,M,AE,Administración de Empresas,FINA,Finanzas,303,GUAYNABO,CUA,Bachillerato
841-16-5530,6,M,AE,Administración de Empresas,FINA,Finanzas,255,DORADO,TER,Bachillerato
841-16-5600,6,F,AE,Administración de Empresas,CONT,Contabilidad,363,TOA ALTA,CUA,Bachillerato
841-16-5620,6,F,AE,Administración de Empresas,CONT,Contabilidad,312,BAYAMON,CUA,Bachillerato
841-16-5630,6,M,AE,Administración de Empresas,MERC,Mercadeo,276,TOA ALTA,CUA,Bachillerato
841-16-5650,6,F,AE,Administración de Empresas,MERC,Mercadeo,299,COROZAL,CUA,Bachillerato
841-16-5710,6,F,CN,Biología,BHUM,Biología Enfoque Humano,333,TOA ALTA,CUA,Bachillerato
